title,price,sale,volume,savings,link
Deanston Virgin Oak Highland Single Malt Scotch,$48.60,,700 mL,,http://www.lcbo.com/lcbo/product/deanston-virgin-oak-highland-single-malt-scotch/254235
Blanton's Original Bourbon,$64.90,,750 mL,,http://www.lcbo.com/lcbo/product/blanton-s-original-bourbon/255349
Dun Bheagan Linkwood 1999 13 Years Old Speyside Single Malt,$113.95,,700 mL,,http://www.lcbo.com/lcbo/product/dun-bheagan-linkwood-1999-13-years-old-speyside-single-malt/361360
Benriach 10YO Single Malt Scotch,$67.95,,700 mL,,http://www.lcbo.com/lcbo/product/benriach-10yo-single-malt-scotch/441006
Hazelburn 12 Years Old Campbeltown Single Malt,$157.95,,700 mL,,http://www.lcbo.com/lcbo/product/hazelburn-12-years-old-campbeltown-single-malt/719955
Bowmore Port Matured 23 Years Old Islay Single Malt,$699.95,,750 mL,,http://www.lcbo.com/lcbo/product/bowmore-port-matured-23-years-old-islay-single-malt/434704
Old Pulteney Clipper Commemorative Single Malt,$112.35,,700 mL,,http://www.lcbo.com/lcbo/product/old-pulteney-clipper-commemorative-single-malt/433904
Tomatin Legacy Highland Single Malt,$46.80,,750 mL,,http://www.lcbo.com/lcbo/product/tomatin-legacy-highland-single-malt/395723
Glenfarclas 17-Year-Old Highland Single Malt,$136.95,,700 mL,,http://www.lcbo.com/lcbo/product/glenfarclas-17-year-old-highland-single-malt/721084
Benromach 10 Year Old,$59.15,,700 mL,,http://www.lcbo.com/lcbo/product/benromach-10-year-old/346627
Evan Williams 1783 Kentucky Straight Bourbon,$38.95,,750 mL,,http://www.lcbo.com/lcbo/product/evan-williams-1783-kentucky-straight-bourbon/395558
Bulleit Bourbon 10 Year Old,$49.95,,750 mL,,http://www.lcbo.com/lcbo/product/bulleit-bourbon-10-year-old/439075
Stalk & Barrel Distillery Discovery Pack 3x375mL,$114.75,,3 x 375 mL,,http://www.lcbo.com/lcbo/product/stalk-barrel-distillery-discovery-pack-3x375ml/421701
Crown Royal XO,$64.95,,750 mL,,http://www.lcbo.com/lcbo/product/crown-royal-xo/438911
Glenfarclas 15-Year-Old Highland Single Malt,$114.95,,700 mL,,http://www.lcbo.com/lcbo/product/glenfarclas-15-year-old-highland-single-malt/345199
Glengoyne 12 Year Old Highland Single Malt Scotch,$76.95,,750 mL,,http://www.lcbo.com/lcbo/product/glengoyne-12-year-old-highland-single-malt-scotch/417915
Tamdhu 10 Year Old Speyside Single Malt Scotch Whisky,$89.95,,750 mL,,http://www.lcbo.com/lcbo/product/tamdhu-10-year-old-speyside-single-malt-scotch-whisky/417923
Dewar's 12 Year Old,$46.95,,750 mL,,http://www.lcbo.com/lcbo/product/dewar-s-12-year-old/438598
Powers Gold Irish Whiskey,$39.95,,750 mL,,http://www.lcbo.com/lcbo/product/powers-gold-irish-whiskey/428409
Canadian Club 100% Rye Manhattan Gift Pack,$34.95,,750 mL,,http://www.lcbo.com/lcbo/product/canadian-club-100-rye-manhattan-gift-pack/425660
Eagle Rare 10 Years Old Kentucky Straight Bourbon,$50.35,,750 mL,,http://www.lcbo.com/lcbo/product/eagle-rare-10-years-old-kentucky-straight-bourbon/604785
Storas Rare Cask Reserve,$189.95,,750 mL,,http://www.lcbo.com/lcbo/product/storas-rare-cask-reserve/428151
Jameson Caskmates Irish Whiskey,$39.90,,750 mL,,http://www.lcbo.com/lcbo/product/jameson-caskmates-irish-whiskey/429258
Crown Royal Northern Harvest Rye,$34.95,,750 mL,,http://www.lcbo.com/lcbo/product/crown-royal-northern-harvest-rye/434092
Woodford Reserve Double Oaked,$69.95,,750 mL,,http://www.lcbo.com/lcbo/product/woodford-reserve-double-oaked/410852
Stranahan's Colorado Whiskey,$64.95,,750 mL,,http://www.lcbo.com/lcbo/product/stranahan-s-colorado-whiskey/430413
Forty Creek Three Grain Harmony,$69.95,,750 mL,,http://www.lcbo.com/lcbo/product/forty-creek-three-grain-harmony/425777
1910 Canadian Rye Whisky,$44.90,,750 mL,,http://www.lcbo.com/lcbo/product/1910-canadian-rye-whisky/417857
Canadian Club 100% Rye,$39.95,,1140 mL,,http://www.lcbo.com/lcbo/product/canadian-club-100-rye/438960
Michter's US*1 Single Barrel Rye Whiskey,$92.95,,750 mL,,http://www.lcbo.com/lcbo/product/michter-s-us1-single-barrel-rye-whiskey/433011
Laphroaig Cairdeas,$100.45,,750 mL,,http://www.lcbo.com/lcbo/product/laphroaig-cairdeas/329045
Dun Bheagan Macduff Sherry Butt 22 Years Old Speyside Single Malt,$244.95,,700 mL,,http://www.lcbo.com/lcbo/product/dun-bheagan-macduff-sherry-butt-22-years-old-speyside-single-malt/433953
The Dalmore 12 Years Old Highland Single Malt,$89.85,,750 mL,,http://www.lcbo.com/lcbo/product/the-dalmore-12-years-old-highland-single-malt/38901
J.P. Wiser's Double Still Rye Canadian Whisky,$29.95,,750 mL,,http://www.lcbo.com/lcbo/product/jp-wiser-s-double-still-rye-canadian-whisky/428292
Sazerac Straight Rye Whiskey,$55.95,,750 mL,,http://www.lcbo.com/lcbo/product/sazerac-straight-rye-whiskey/205666
Spicebox Pumpkin Whisky,$27.90,,750 mL,,http://www.lcbo.com/lcbo/product/spicebox-pumpkin-whisky/353334
Century Reserve 21 Years Old Canadian Rye Whisky,$48.15,,750 mL,,http://www.lcbo.com/lcbo/product/century-reserve-21-years-old-canadian-rye-whisky/182626
Ledaig Scotch Malt 10YO Whisky,$67.60,,750 mL,,http://www.lcbo.com/lcbo/product/ledaig-scotch-malt-10yo-whisky/315721
Kilchoman Loch Gorm Islay Single Malt,$175.95,,700 mL,,http://www.lcbo.com/lcbo/product/kilchoman-loch-gorm-islay-single-malt/391771
66 Gilead Wild Oak Whisky,$69.75,,750 mL,,http://www.lcbo.com/lcbo/product/66-gilead-wild-oak-whisky/398511
Evan Williams Single Barrel Bourbon,$54.70,,750 mL,,http://www.lcbo.com/lcbo/product/evan-williams-single-barrel-bourbon/266015
J.P. Wiser's Hopped Canadian Whisky,$26.95,On sale!,750 mL,$2.00,http://www.lcbo.com/lcbo/product/jp-wiser-s-hopped-canadian-whisky/409508
Stalk & Barrel 100% Rye Whisky,$69.95,,750 mL,,http://www.lcbo.com/lcbo/product/stalk-barrel-100-rye-whisky/415810
Canadian Club 20 Years Old,$59.95,,750 mL,,http://www.lcbo.com/lcbo/product/canadian-club-20-years-old/602722
Yellow Rose Double Barrel Bourbon Whiskey,$69.95,,750 mL,,http://www.lcbo.com/lcbo/product/yellow-rose-double-barrel-bourbon-whiskey/414805
Yellow Rose Straight Rye Whiskey,$35.60,,750 mL,,http://www.lcbo.com/lcbo/product/yellow-rose-straight-rye-whiskey/414813
Monkey Shoulder Blended Malt Scotch Whisky,$64.95,,750 mL,,http://www.lcbo.com/lcbo/product/monkey-shoulder-blended-malt-scotch-whisky/414334
Ardbeg Uigeadail Islay Single Malt,$175.95,,700 mL,,http://www.lcbo.com/lcbo/product/ardbeg-uigeadail-islay-single-malt/660860
Ardbeg Corryvreckan Islay Single Malt Scotch,$192.95,,750 mL,,http://www.lcbo.com/lcbo/product/ardbeg-corryvreckan-islay-single-malt-scotch/211730
Robert Burns Arran Single Malt,$52.95,,700 mL,,http://www.lcbo.com/lcbo/product/robert-burns-arran-single-malt/981084
Highland Park 21-Year-Old Single Malt,$349.95,,700 mL,,http://www.lcbo.com/lcbo/product/highland-park-21-year-old-single-malt/260216
Port Ellen 35-Year-Old Islay Single Malt,"$4,000.00",,750 mL,,http://www.lcbo.com/lcbo/product/port-ellen-35-year-old-islay-single-malt/409599
The Irishman Founders Reserve,$54.35,,700 mL,,http://www.lcbo.com/lcbo/product/the-irishman-founders-reserve/402552
Tyrconnell Madeira Finish,$79.95,,750 mL,,http://www.lcbo.com/lcbo/product/tyrconnell-madeira-finish/317586
Brora 35-Year-Old Single Malt,"$2,200.00",,750 mL,,http://www.lcbo.com/lcbo/product/brora-35-year-old-single-malt/409607
The Glenlivet Archive 21 Years Old Scotch Whisky,$224.95,,750 mL,,http://www.lcbo.com/lcbo/product/the-glenlivet-archive-21-years-old-scotch-whisky/12856
Craigellachie 17 Year Old,$153.95,,750 mL,,http://www.lcbo.com/lcbo/product/craigellachie-17-year-old/400077
Singleton Of Dufftown 12 Year Old,$59.95,,750 mL,,http://www.lcbo.com/lcbo/product/singleton-of-dufftown-12-year-old/409490
Black Bottle Blended Scotch Whisky,$32.95,,750 mL,,http://www.lcbo.com/lcbo/product/black-bottle-blended-scotch-whisky/409425
The Arran Malt 10-Year-Old Single Malt,$69.95,,700 mL,,http://www.lcbo.com/lcbo/product/the-arran-malt-10-year-old-single-malt/5090
The Glenlivet Single Cask Edition Delnabo,$325.00,,750 mL,,http://www.lcbo.com/lcbo/product/the-glenlivet-single-cask-edition-delnabo/430124
Johnnie Walker Black Label Scotch,$109.95,,1750 mL,,http://www.lcbo.com/lcbo/product/johnnie-walker-black-label-scotch/422006
Old Ballantruan The 'Peated Malt' Single Malt Scotch,$99.95,,700 mL,,http://www.lcbo.com/lcbo/product/old-ballantruan-the-peated-malt-single-malt-scotch/419499
Oban Little Bay,$99.20,,750 mL,,http://www.lcbo.com/lcbo/product/oban-little-bay/405423
Jim Beam Red Stag Black Cherry,$25.95,,750 mL,,http://www.lcbo.com/lcbo/product/jim-beam-red-stag-black-cherry/420083
The Glenlivet Founder's Reserve Scotch Whisky,$52.95,,750 mL,,http://www.lcbo.com/lcbo/product/the-glenlivet-founder-s-reserve-scotch-whisky/410043
Bib & Tucker 6 Year Old Small Batch Bourbon,$104.95,,750 mL,,http://www.lcbo.com/lcbo/product/bib-tucker-6-year-old-small-batch-bourbon/435883
The Glenlivet Nadurra Oloroso,$84.50,,750 mL,,http://www.lcbo.com/lcbo/product/the-glenlivet-nadurra-oloroso/387498
Aberfeldy 21 Year Old,$194.80,,750 mL,,http://www.lcbo.com/lcbo/product/aberfeldy-21-year-old/400085
Strathmill 25-Year-Old Single Malt Scotch Whisky,$479.95,,750 mL,,http://www.lcbo.com/lcbo/product/strathmill-25-year-old-single-malt-scotch-whisky/410886
Seagrams Five Star Whisky,$25.35,,750 mL,,http://www.lcbo.com/lcbo/product/seagrams-five-star-whisky/83
Bunnahabhain Islay 12-Year-Old Single Malt,$89.95,,750 mL,,http://www.lcbo.com/lcbo/product/bunnahabhain-islay-12-year-old-single-malt/250076
Corner Creek Reserve Bourbon Whiskey,$44.95,,750 mL,,http://www.lcbo.com/lcbo/product/corner-creek-reserve-bourbon-whiskey/231696
Compass Box The Peat Monster,$68.50,,750 mL,,http://www.lcbo.com/lcbo/product/compass-box-the-peat-monster/163278
Jura Origin 10 Year Old,$59.95,,750 mL,,http://www.lcbo.com/lcbo/product/jura-origin-10-year-old/430355
Old Forester,$36.95,,750 mL,,http://www.lcbo.com/lcbo/product/old-forester/426148
AnCnoc 22 Year Old Single Malt Scotch Whisky,$239.95,,700 mL,,http://www.lcbo.com/lcbo/product/ancnoc-22-year-old-single-malt-scotch-whisky/445452
"Bowmore Laimrig IV Malt Scotch, Islay",$119.95,,700 mL,,http://www.lcbo.com/lcbo/product/bowmore-laimrig-iv-malt-scotch-islay/418210
Benriach 20 Year Old Classic Speyside,$233.95,,700 mL,,http://www.lcbo.com/lcbo/product/benriach-20-year-old-classic-speyside/395608
Nikka Taketsuru Pure Malt Japanese Whisky,$81.65,,700 mL,,http://www.lcbo.com/lcbo/product/nikka-taketsuru-pure-malt-japanese-whisky/449132
Talisker Single Malt Scotch Whisky 25 Years Old,$399.95,,700 mL,,http://www.lcbo.com/lcbo/product/talisker-single-malt-scotch-whisky-25-years-old/144311
AnCnoc 12 Year Old Highland Single Malt,$79.75,,700 mL,,http://www.lcbo.com/lcbo/product/ancnoc-12-year-old-highland-single-malt/358341
Jura 2002 Boutique Barrel,$149.95,,750 mL,,http://www.lcbo.com/lcbo/product/jura-2002-boutique-barrel/438176
Cask Islay,$74.95,,700 mL,,http://www.lcbo.com/lcbo/product/cask-islay/432922
Dalmore Vial Sampler Pack,$87.90,,4 x 13 mL,,http://www.lcbo.com/lcbo/product/dalmore-vial-sampler-pack/438168
Highland Park Dark Origins,$99.95,,750 mL,,http://www.lcbo.com/lcbo/product/highland-park-dark-origins/417931
Tomatin 14 Year Old Portwood Highland Single Malt,$96.50,,750 mL,,http://www.lcbo.com/lcbo/product/tomatin-14-year-old-portwood-highland-single-malt/435834
Four Roses Single Barrel,$45.95,,750 mL,,http://www.lcbo.com/lcbo/product/four-roses-single-barrel/266072
Isle of Arran 18-Year-Old Single Malt Scotch Whisky,$192.95,,700 mL,,http://www.lcbo.com/lcbo/product/isle-of-arran-18-year-old-single-malt-scotch-whisky/443952
The Macallan Reflexion Highland Single Malt Scotch Whisky,"$1,501.95",,750 mL,,http://www.lcbo.com/lcbo/product/the-macallan-reflexion-highland-single-malt-scotch-whisky/414250
Royal Reserve Whisky,$14.15,,375 mL,,http://www.lcbo.com/lcbo/product/royal-reserve-whisky/1735
Glenmorangie 18YO Single Malt Scotch,$198.45,,750 mL,,http://www.lcbo.com/lcbo/product/glenmorangie-18yo-single-malt-scotch/398784
"Glen Garioch 1995, Highland",$119.95,,750 mL,,http://www.lcbo.com/lcbo/product/glen-garioch-1995-highland/399964
Glenmorangie Lasanta Extra Matured Scotch Whisky,$90.50,,750 mL,,http://www.lcbo.com/lcbo/product/glenmorangie-lasanta-extra-matured-scotch-whisky/241943
Macallan Rare Cask,$399.95,,750 mL,,http://www.lcbo.com/lcbo/product/macallan-rare-cask/434100
Glenmorangie Quinta Ruban,$96.35,,750 mL,,http://www.lcbo.com/lcbo/product/glenmorangie-quinta-ruban/241869
Jura Elixir 12 Year Old,$60.35,,700 mL,,http://www.lcbo.com/lcbo/product/jura-elixir-12-year-old/367482
Aultmore 12 Year Old,$79.95,,750 mL,,http://www.lcbo.com/lcbo/product/aultmore-12-year-old/417840
Strathisla 12 Year Old Pure Highland Malt Scotch Whisky,$57.95,,700 mL,,http://www.lcbo.com/lcbo/product/strathisla-12-year-old-pure-highland-malt-scotch-whisky/387449
