title,alcohol,volume,savings,Savings,price,link,
Jura 16 Year Old Single Malt Scotch Whisky,40.00%,50 mL ,,,$6.85,http://www.lcbo.com/lcbo/product/jura-16-year-old-single-malt-scotch-whisky/535054,
Glengoyne 18 Year Old Highland Single Malt Scotch Whisky,43.00%,50 mL ,,,$10.60,http://www.lcbo.com/lcbo/product/glengoyne-18-year-old-highland-single-malt-scotch-whisky/535070,
Cardhu 12 Year Old Single Malt Scotch Whisky,40.00%,3 x 50 mL ,,,$7.10,http://www.lcbo.com/lcbo/product/cardhu-12-year-old-single-malt-scotch-whisky/527119,
Glenfiddich 15 Year Old Single Malt Scotch Whisky,40.00%,50 mL ,,,$6.70,http://www.lcbo.com/lcbo/product/glenfiddich-15-year-old-single-malt-scotch-whisky/535468,
Canadian Club Whisky Hamilton Tiger-Cats Edition,40.00%,750 mL ,,,$27.95,http://www.lcbo.com/lcbo/product/canadian-club-whisky-hamilton-tiger-cats-edition/541631,
Auchentoshan The Bartenders Malt Scotch Whisky,47.00%,750 mL ,,,$74.35,http://www.lcbo.com/lcbo/product/auchentoshan-the-bartenders-malt-scotch-whisky/535930,
First Edition Inchgower Sherry 20 Year Old Scotch,55.90%,700 mL ,,,$242.70,http://www.lcbo.com/lcbo/product/first-edition-inchgower-sherry-20-year-old-scotch/286814,
Lot No. 40 Cask Strength Canadian Whisky,55.00%,750 mL ,,,$70.20,http://www.lcbo.com/lcbo/product/lot-no-40-cask-strength-canadian-whisky/541326,
Tomintoul Tlath Speyside Glenlivet Single Malt Scotch Whisky,40.00%,700 mL ,,,$66.30,http://www.lcbo.com/lcbo/product/tomintoul-tlath-speyside-glenlivet-single-malt-scotch-whisky/516328,
Glen Moray 15 Year Old Speyside Single Malt Scotch Whisky,40.00%,700 mL ,,,$75.80,http://www.lcbo.com/lcbo/product/glen-moray-15-year-old-speyside-single-malt-scotch-whisky/497529,
Springbank 18-Year-Old Campbeltown Single Malt Scotch Whisky,46.00%,700 mL ,,,$275.00,http://www.lcbo.com/lcbo/product/springbank-18-year-old-campbeltown-single-malt-scotch-whisky/235119,
Glenkinchie 24 Year Old Single Malt Scotch Whisky,57.20%,750 mL ,,,$583.55,http://www.lcbo.com/lcbo/product/glenkinchie-24-year-old-single-malt-scotch-whisky/522870,
Canadian Club Whisky Ottawa Senators Edition,40.00%,750 mL ,,,$27.95,http://www.lcbo.com/lcbo/product/canadian-club-whisky-ottawa-senators-edition/541862,
Hepburn's Choice Jura 8 Year Old Single Cask Scotch Whisky,46.00%,700 mL ,,,$94.95,http://www.lcbo.com/lcbo/product/hepburn-s-choice-jura-8-year-old-single-cask-scotch-whisky/416114,
Auchentoshan 12 Year Old Single Malt Scotch Whisky,40.00%,50 mL ,,,$8.80,http://www.lcbo.com/lcbo/product/auchentoshan-12-year-old-single-malt-scotch-whisky/535021,
Kilchoman 5th Edition Islay Single Malt Scotch Whisky,50.00%,700 mL ,,,$156.95,http://www.lcbo.com/lcbo/product/kilchoman-5th-edition-islay-single-malt-scotch-whisky/299248,
Auchentoshan 18 Year Old Lowland Single Malt Scotch Whisky,43.00%,750 mL ,,,$94.80,http://www.lcbo.com/lcbo/product/auchentoshan-18-year-old-lowland-single-malt-scotch-whisky/143339,
Hepburn's Choice Caol Ila 5 Year Old Single Cask Scotch Whisky,46.00%,700 mL ,,,$129.50,http://www.lcbo.com/lcbo/product/hepburn-s-choice-caol-ila-5-year-old-single-cask-scotch-whisky/416106,
Auchentoshan Virgin Oak Batch II Single Malt Scotch Whisky,46.00%,750 mL ,,,$78.95,http://www.lcbo.com/lcbo/product/auchentoshan-virgin-oak-batch-ii-single-malt-scotch-whisky/441725,
Larceny Kentucky Straight Bourbon,46.00%,750 mL ,,,$49.75,http://www.lcbo.com/lcbo/product/larceny-kentucky-straight-bourbon/512194,
Auchentoshan 21 Year Old Single Malt Scotch Whisky,43.00%,750 mL ,,,$186.25,http://www.lcbo.com/lcbo/product/auchentoshan-21-year-old-single-malt-scotch-whisky/969493,
Redbreast 12 Years Pure Pot Still,40%,750 ml,,,$78.75,https://www.saq.com/page/en/saqcom/irish-whiskey/redbreast-12-years-pure-pot-still/10235663,
Royal Brackla 12 Years Old Highland Scotch Single Malt,40%,750 ml,,,$100.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/royal-brackla-12-years-old-highland-scotch-single-malt/12829941,
Penderyn Myth Single Malt Welsh Whisky Red Wine Finish,41%,700 ml,,,$79.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/penderyn-myth-single-malt-welsh-whisky-red-wine-finish/13186730,
Seagram's 83,40%,1.75 L,,,$45.50,https://www.saq.com/page/en/saqcom/canadian-whisky/seagrams-83/10457979,
Pittyvaich 20 ans Speyside Scotch Single Malt,57.50%,700 ml,,,$405.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/pittyvaich-20-ans-speyside-scotch-single-malt/11262858,
Sivo Le Rye,42%,750 ml,,,$46.00,https://www.saq.com/page/en/saqcom/whisky/sivo-le-rye/13566804,
Sazerac 6 ans Straight Rye Whiskey,45%,750 ml,,,$56.00,https://www.saq.com/page/en/saqcom/whisky/sazerac-6-ans-straight-rye-whiskey/13186684,
Widow Jane Oak & Apple Wood Aged Rye Mash Whiskey Batch 10,45.50%,750 ml,,,$111.75,https://www.saq.com/page/en/saqcom/american-whiskey/widow-jane-oak--apple-wood-aged-rye-mash-whiskey-batch-10/13343176,
Ole Smoky Tennessee White Lightnin,50%,50 ml,,,$4.95,https://www.saq.com/page/en/saqcom/grain-whisky/ole-smoky-tennessee-white-lightnin/13595795,
Ole Smoky Tennessee Moonshine Harley Davidson,51.50%,750 ml,,,$38.75,https://www.saq.com/page/en/saqcom/grain-whisky/ole-smoky-tennessee-moonshine-harley-davidson/12918652,
Johnnie Walker Red Label Scotch Blended,40%,50 ml,,,$3.60,https://www.saq.com/page/en/saqcom/scotch-blended/johnnie-walker-red-label-scotch-blended/51540,
Kavalan Concertmaster Single Malt Whisky,40%,700 ml,,,$136.75,https://www.saq.com/page/en/saqcom/scotch-and-whisky/kavalan-concertmaster-single-malt-whisky/13346078,
Westland Sherrywood American Single Malt,46%,700 ml,,,$107.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/westland-sherrywood-american-single-malt/13092611,
Old Pulteney Navigator Highlands Single Malt Scotch Whisky,46%,700 ml,,,$89.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/old-pulteney-navigator-highlands-single-malt-scotch-whisky/12413427,
J.P. Wiser's Commemorative Series Canada 2018,43.40%,750 ml,,,$50.00,https://www.saq.com/page/en/saqcom/canadian-whisky/jp-wisers-commemorative-series-canada-2018/13749416,
The Glenlivet NÃ durra Oloroso Scotch Single Malt,60.70%,750 ml,,,$83.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/the-glenlivet-nadurra-oloroso-scotch-single-malt/12471310,
Sazerac The Last Drop 1971 46 years Ã‰cosse Blended Scotch,47.20%,750 ml,,,"$5,495.00",https://www.saq.com/page/en/saqcom/scotch-blended/sazerac-the-last-drop-1971-46-years-ecosse-blended-scotch/13652489,
Johnnie Walker Blenders Batch Wine Cask,40%,750 ml,,,$50.00,https://www.saq.com/page/en/saqcom/scotch-blended/johnnie-walker-blenders-batch-wine-cask/13341533,
Johnnie Walker Blenders Batch Red Rye Finished,40%,750 ml,,,$50.00,https://www.saq.com/page/en/saqcom/scotch-blended/johnnie-walker-blenders-batch-red-rye-finished/13341525,
Grant's Triple Wood Blended Scotch Whisky,40%,750 ml,,,$27.60,https://www.saq.com/page/en/saqcom/scotch-blended/grants-triple-wood-blended-scotch-whisky/31112,
The Balvenie 21 ans PortWood Scotch Single Malt,40%,750 ml,,,$421.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/the-balvenie-21-ans-portwood-scotch-single-malt/11217061,
Glengoyne 15 Years Old Highland Single Malt,43%,750 ml,,,$102.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/glengoyne-15-years-old-highland-single-malt/12645463,
Angus Dundee 16 ans Ã‰cosse Tomintoul Speydide Glenlivet Single Malt Scotch Whisky,40%,700 ml,,,$105.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/angus-dundee-16-ans-ecosse-tomintoul-speydide-glenlivet-single-malt-scotch-whisky/13637713,
Tullibardine 500 Sherry Finish Highlands Scotch Single Malt,43%,750 ml,,,$73.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/tullibardine-500-sherry-finish-highlands-scotch-single-malt/13106470,
Highland Harvest Organic Sauternes Finish Scotch Single Malt,46%,700 ml,,,$90.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-harvest-organic-sauternes-finish-scotch-single-malt/12361508,
The Whistler Irish Whiskey 10 Years Old Single Malt,46%,750 ml,,,$109.50,https://www.saq.com/page/en/saqcom/irish-whiskey/the-whistler-irish-whiskey-10-years-old-single-malt/13439004,
Glen Breton 14 ans Whisky Single Malt,43%,750 ml,,,$99.75,https://www.saq.com/page/en/saqcom/scotch-and-whisky/glen-breton-14-ans-whisky-single-malt/12183166,
Douglas Laing Laphroaig Old Particular 18 years Single Scotch Whisky,48.40%,700 ml,,,$347.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/douglas-laing-laphroaig-old-particular-18-years-single-scotch-whisky/13553341,
Edradour Single Malt Sauternes Finish 22 Years Old 1993,51.40%,700 ml,,,$623.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/edradour-single-malt-sauternes-finish-22-years-old-1993/13337921,
Royal Lochnagar 12 ans Highland scotch single malt,40%,750 ml,,,$129.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/royal-lochnagar-12-ans-highland-scotch-single-malt/12272249,
Douglas Laing Springbank Old Particular 18 years Single Malt Scoth Whisky,48.40%,700 ml,,,$521.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/douglas-laing-springbank-old-particular-18-years-single-malt-scoth-whisky/13553333,
Balblair 1999 1999,46%,700 ml,,,$161.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/balblair-1999-1999/12668323,
Balblair 1990 Scotch Single Malt 1990,46%,700 ml,,,$214.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/balblair-1990-scotch-single-malt-1990/12413793,
Laphroaig 27 ans Islay Single Malt Scotch Whisky,41.70%,750 ml,,,"$1,499.75",https://www.saq.com/page/en/saqcom/scotch-single-malt/laphroaig-27-ans-islay-single-malt-scotch-whisky/13551901,
Auchentoshan 18 ans old Lowlands Scotch Single Malt,43%,750 ml,,,$118.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/auchentoshan-18-ans-old-lowlands-scotch-single-malt/12943882,
The Glenlivet Single Malt Scotch Whisky Single Cask Edition - Bridge of Cally,59.40%,750 ml,,,$325.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/the-glenlivet-single-malt-scotch-whisky-single-cask-edition---bridge-of-cally/13217399,
Old Pulteney 1983 Vintage Ã‰cosse Single Malt Scotch Whisky 1983,46%,700 ml,,,"$1,185.75",https://www.saq.com/page/en/saqcom/scotch-single-malt/old-pulteney-1983-vintage-ecosse-single-malt-scotch-whisky-1983/13617659,
Douglas Laing Allt-A-Bhainne Sherry Cask 16 years Single Malt Scotch Whisky,48.40%,700 ml,,,$131.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/douglas-laing-allt-a-bhainne-sherry-cask-16-years-single-malt-scotch-whisky/13553350,
Brora limited edition 35 old Highlands Scotch Single Malt,48.60%,750 ml,,,"$2,200.00",https://www.saq.com/page/en/saqcom/scotch-single-malt/brora-limited-edition-35-old-highlands-scotch-single-malt/12550413,
AnCnoc Blas Highland Single Malt Scotch Whsiky,54%,700 ml,,,$119.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/ancnoc-blas-highland-single-malt-scotch-whsiky/13481608,
Wiser's Spiced Torched Toffee,43%,750 ml,,,$29.20,https://www.saq.com/page/en/saqcom/canadian-whisky/wisers-spiced-torched-toffee/12729915,
St-Leger Scotch Blended,40%,750 ml,,,$25.25,https://www.saq.com/page/en/saqcom/scotch-blended/st-leger-scotch-blended/12187,
Uisce Beatha Real Irish Whiskey,40%,750 ml,,,$55.75,https://www.saq.com/page/en/saqcom/irish-whiskey/uisce-beatha-real-irish-whiskey/12730326,
Wemyss Peat Chimney 8 ans Scotch Blended,40%,700 ml,,,$58.50,https://www.saq.com/page/en/saqcom/scotch-blended/wemyss-peat-chimney-8-ans-scotch-blended/11607844,
The Macallan 10 Years Old Fine Oak Highland Scotch Single Malt,40%,750 ml,,,$65.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/the-macallan-10-years-old-fine-oak-highland-scotch-single-malt/10652563,
Grant's Family Reserve Scotch Blended,40%,1.14 L,,,$38.25,https://www.saq.com/page/en/saqcom/scotch-blended/grants-family-reserve-scotch-blended/11018679,
The Lost Distillery Auchnagie Blended Malt Scotch,46%,700 ml,,,$97.00,https://www.saq.com/page/en/saqcom/scotch-blended-malt/the-lost-distillery-auchnagie-blended-malt-scotch/12449358,
Warenghem WB Blended Breton,40%,700 ml,,,$34.25,https://www.saq.com/page/en/saqcom/scotch-and-whisky/warenghem-wb-blended-breton/12183107,
Red Stag Cannelle par Jim Beam,40%,750 ml,,,$28.25,https://www.saq.com/page/en/saqcom/american-whiskey/red-stag-cannelle-par-jim-beam/12133214,
Sheep Dip Islay Scotch Whisky Islay,40%,700 ml,,,$71.75,https://www.saq.com/page/en/saqcom/scotch-blended-malt/sheep-dip-islay-scotch-whisky-islay/12727186,
Linkwood 22 ans Hart Brothers Speyside Scotch Single Malt,46%,700 ml,,,$231.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/linkwood-22-ans-hart-brothers-speyside-scotch-single-malt/12347589,
Poit Dhubh 21 ans Gaelic scotch whisky blended,43%,700 ml,,,$160.00,https://www.saq.com/page/en/saqcom/scotch-blended-malt/poit-dhubh-21-ans-gaelic-scotch-whisky-blended/12329680,
Johnnie Walker Blue Label Anniversary Scotch Blended,61%,700 ml,,,"$4,356.50",https://www.saq.com/page/en/saqcom/scotch-blended/johnnie-walker-blue-label-anniversary-scotch-blended/10868196,
J.P. Wiser's Hopped,40%,750 ml,,,$29.20,https://www.saq.com/page/en/saqcom/canadian-whisky/jp-wisers-hopped/13064468,
Masterson's 10 ans Straight Barley Whiskey,46%,750 ml,,,$111.50,https://www.saq.com/page/en/saqcom/canadian-whisky/mastersons-10-ans-straight-barley-whiskey/12256396,
Michel Couvreur Single Malt Single Cask 10 years,47%,500 ml,,,$117.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/michel-couvreur-single-malt-single-cask-10-years/12167852,
Littlemill 16 ans Scotch Single Malt,57.30%,700 ml,,,$233.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/littlemill-16-ans-scotch-single-malt/11131487,
Glendullan 13 ans Hart Brothers Speyside Scotch Single Malt,55.50%,700 ml,,,$152.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendullan-13-ans-hart-brothers-speyside-scotch-single-malt/12350366,
Hart Brothers 17 ans Sherry Finish Scotch Single Malt,50%,700 ml,,,$118.00,https://www.saq.com/page/en/saqcom/scotch-blended-malt/hart-brothers-17-ans-sherry-finish-scotch-single-malt/12361090,
Distillerie des Menhirs Silver Broceliande Whisky,42%,700 ml,,,$87.00,https://www.saq.com/page/en/saqcom/whisky/distillerie-des-menhirs-silver-broceliande-whisky/12662360,
Glen Spey 20 ans Hart Brothers Speyside Scotch Single Malt,46%,700 ml,,,$198.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/glen-spey-20-ans-hart-brothers-speyside-scotch-single-malt/12347538,
Hunter Laing 12 ans Hepburn's Choice Braeval Sherry Cask,46%,700 ml,,,$92.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/hunter-laing-12-ans-hepburns-choice-braeval-sherry-cask/12275714,
Distillerie des Menhirs Grey Rock Broceliande Whisky,40%,700 ml,,,$70.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/distillerie-des-menhirs-grey-rock-broceliande-whisky/12662319,
Domaine des Hautes glaces Single Malt S11#01,45%,750 ml,,,$133.50,https://www.saq.com/page/en/saqcom/scotch-and-whisky/domaine-des-hautes-glaces-single-malt-s1101/12361639,
Crown Royal Vanilla,35%,750 ml,,,$30.25,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal-vanilla/13218527,
Crown Royal,40%,50 ml,,,$4.05,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal/112110,
Dry Fly Washington Wheat,40%,750 ml,,,$63.00,https://www.saq.com/page/en/saqcom/american-whiskey/dry-fly-washington-wheat/11991153,
Compass Box Oak Cross Highland Scotch Blended Malt,43%,700 ml,,,$70.00,https://www.saq.com/page/en/saqcom/scotch-blended-malt/compass-box-oak-cross-highland-scotch-blended-malt/11534585,
Chivas Regal 12 ans Scotch Blended,40%,50 ml,,,$4.25,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-regal-12-ans-scotch-blended/117747,
Bravel 18 ans Scotch Single Malt,57.60%,700 ml,,,$242.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/bravel-18-ans-scotch-single-malt/11131452,
Ballantine's 21 ans Scotch Blended,40%,700 ml,,,$163.50,https://www.saq.com/page/en/saqcom/scotch-blended/ballantines-21-ans-scotch-blended/10866916,
Benromach Organic 2010,43%,700 ml,,,$94.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/benromach-organic-2010/12683558,
BenRiach Heart of Speyside Scotch Single Malt,40%,700 ml,,,$68.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-heart-of-speyside-scotch-single-malt/13063570,
Yamazakura Blended Whisky,40%,700 ml,,,$59.75,https://www.saq.com/page/en/saqcom/scotch-and-whisky/yamazakura-blended-whisky/12890830,
Woodford Reserve Kentucky Bourbon,45.20%,375 ml,,,$25.15,https://www.saq.com/page/en/saqcom/american-whiskey/woodford-reserve-kentucky-bourbon/12762889,
BenRiach 10 Years Old Speyside Single Malt,43%,700 ml,,,$70.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-10-years-old-speyside-single-malt/12727215,
BenRiach 15 Years Wood Finish Scotch Single Malt,46%,700 ml,,,$104.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-15-years-wood-finish-scotch-single-malt/12183115,
Zazu Whisky Japonais,40%,750 ml,,,$39.50,https://www.saq.com/page/en/saqcom/scotch-and-whisky/zazu-whisky-japonais/13418369,
St-Laurent Moonshine,47%,750 ml,,,$49.25,https://www.saq.com/page/en/saqcom/whisky/st-laurent-moonshine/13598849,
Woodford Reserve Kentucky Straight Rye,45.20%,750 ml,,,$58.00,https://www.saq.com/page/en/saqcom/american-whiskey/woodford-reserve-kentucky-straight-rye/13572542,
Wild Turkey Kentucky Straight Rye,40.50%,750 ml,,,$32.50,https://www.saq.com/page/en/saqcom/american-whiskey/wild-turkey-kentucky-straight-rye/13064610,
Singleton of Dufftown 12 Years Single Malt Scotch Whisky,40%,750 ml,,,$58.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/singleton-of-dufftown-12-years-single-malt-scotch-whisky/13415715,
Seagram's V.O.,40%,1.14 L,,,$34.75,https://www.saq.com/page/en/saqcom/canadian-whisky/seagrams-vo/11584136,
Scapa Skiren The Orcadian Scotch Single Malt,40%,750 ml,,,$75.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/scapa-skiren-the-orcadian-scotch-single-malt/12982566,
Amrut Fusion Whisky Single Malt,50%,700 ml,,,$79.25,https://www.saq.com/page/en/saqcom/whisky/amrut-fusion-whisky-single-malt/11612459,
Speyburn 15 Years Speyside Single Malt Scotch Whisky,46%,750 ml,,,$128.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/speyburn-15-years-speyside-single-malt-scotch-whisky/13481624,
Suntory Whisky Toki,43%,750 ml,,,$58.25,https://www.saq.com/page/en/saqcom/whisky/suntory-whisky-toki/13064572,
Smokehead Islay Scotch Single Malt,43%,750 ml,,,$68.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/smokehead-islay-scotch-single-malt/12633227,
Singleton Tailfire Single Malt Scoth Whisky,40%,750 ml,,,$49.25,https://www.saq.com/page/en/saqcom/scotch-blended/singleton-tailfire-single-malt-scoth-whisky/13384357,
Scapa Glansa,40%,750 ml,,,$85.25,https://www.saq.com/page/en/saqcom/whisky/scapa-glansa/13218498,
Talisker 10 ans Isle of Skye Scotch Single Malt,45.80%,750 ml,,,$79.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/talisker-10-ans-isle-of-skye-scotch-single-malt/249680,
Rozelieures Single Malt Whisky Origine Collection,40%,700 ml,,,$69.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/rozelieures-single-malt-whisky-origine-collection/13485182,
Rozelieures Single Malt Whisky Rare Collection,40%,700 ml,,,$86.75,https://www.saq.com/page/en/saqcom/scotch-and-whisky/rozelieures-single-malt-whisky-rare-collection/13485220,
St-Leger Scotch Blended,40%,1.14 L,,,$39.75,https://www.saq.com/page/en/saqcom/scotch-blended/st-leger-scotch-blended/4945,
Revel Stoke Canadian Whisky,40%,750 ml,,,$29.15,https://www.saq.com/page/en/saqcom/canadian-whisky/revel-stoke-canadian-whisky/13418422,
Port Ellen 37 Years Old 16th Release Islay Single Malt Scotch Whisky,55.20%,750 ml,,,"$4,999.25",https://www.saq.com/page/en/saqcom/scotch-single-malt/port-ellen-37-years-old-16th-release-islay-single-malt-scotch-whisky/13323095,
Port Charlotte Scottish Barley Islay Scotch Single Malt,50%,750 ml,,,$105.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/port-charlotte-scottish-barley-islay-scotch-single-malt/12471838,
Penderyn Single Malt Welsh Whisky Bourbon Single Cask,63.20%,700 ml,,,$724.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/penderyn-single-malt-welsh-whisky-bourbon-single-cask/12633366,
Pikesville Straight Rye Whiskey,55%,750 ml,,,$89.75,https://www.saq.com/page/en/saqcom/american-whiskey/pikesville-straight-rye-whiskey/13593159,
Orphan Barrel Entrapment,41%,750 ml,,,$194.75,https://www.saq.com/page/en/saqcom/american-whiskey/orphan-barrel-entrapment/13595664,
MotÃ¶rhead Whisky,40%,700 ml,,,$96.75,https://www.saq.com/page/en/saqcom/scotch-and-whisky/motorhead-whisky/13238931,
Old Pulteney 25 Ans Ã‰cosse Single Malt Scotch Whisky,46%,700 ml,,,$719.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/old-pulteney-25-ans-ecosse-single-malt-scotch-whisky/13617632,
Midleton Dair Ghaelach,57.80%,750 ml,,,$349.75,https://www.saq.com/page/en/saqcom/scotch-and-whisky/midleton-dair-ghaelach/13217364,
Old Pulteney 17 years Highlands Scotch Single Malt,46%,700 ml,,,$167.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/old-pulteney-17-years-highlands-scotch-single-malt/10817516,
Rebel Yell Kentucky Straight Bourbon,40%,750 ml,,,$36.75,https://www.saq.com/page/en/saqcom/american-whiskey/rebel-yell-kentucky-straight-bourbon/13593132,
Pike Creek 10 Years Double Barreled,42%,750 ml,,,$41.00,https://www.saq.com/page/en/saqcom/canadian-whisky/pike-creek-10-years-double-barreled/12401987,
Oban Distiller's Edition Double Vieillissement Scotch Single Malt,43%,750 ml,,,$145.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/oban-distillers-edition-double-vieillissement-scotch-single-malt/503094,
Maker's Mark Kentucky Bourbon,45%,750 ml,,,$44.50,https://www.saq.com/page/en/saqcom/american-whiskey/makers-mark-kentucky-bourbon/10817807,
Maker's 46 Kentucky Bourbon,47%,750 ml,,,$63.25,https://www.saq.com/page/en/saqcom/american-whiskey/makers-46-kentucky-bourbon/11467204,
Midleton Barry Crockett Legacy Single Pot Still Irish Whiskey,46%,750 ml,,,$299.25,https://www.saq.com/page/en/saqcom/scotch-and-whisky/midleton-barry-crockett-legacy-single-pot-still-irish-whiskey/13355927,
Lot No. 40 Single Copper Pot Still Canad,43%,750 ml,,,$40.00,https://www.saq.com/page/en/saqcom/canadian-whisky/lot-no-40-single-copper-pot-still-canad/12538431,
Macallan Sienna Highland Scotch Single Malt,43%,750 ml,,,$170.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/macallan-sienna-highland-scotch-single-malt/12051420,
Michel Couvreur - Couvreur's Clearach Single Malt,43%,700 ml,,,$63.25,https://www.saq.com/page/en/saqcom/whisky/michel-couvreur---couvreurs-clearach-single-malt/11162507,
Michel Couvreur Grain Whisky Unique,44%,700 ml,,,$62.00,https://www.saq.com/page/en/saqcom/whisky/michel-couvreur-grain-whisky-unique/10943731,
Longmorn The Distiller's Choice Scotch Single Malt,40%,750 ml,,,$93.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/longmorn-the-distillers-choice-scotch-single-malt/12982507,
McClellands Islay Scotch Single Malt,40%,750 ml,,,$45.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/mcclellands-islay-scotch-single-malt/11374286,
Mackmyra Brukswhisky,41.40%,700 ml,,,$62.00,https://www.saq.com/page/en/saqcom/whisky/mackmyra-brukswhisky/13382159,
Macallan Gold Double Cask Highland Scotch Single Malt,40%,750 ml,,,$71.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/macallan-gold-double-cask-highland-scotch-single-malt/12051366,
Lagavulin Double Vieillissement Scotch Single Malt 2001,43%,750 ml,,,$151.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/lagavulin-double-vieillissement-scotch-single-malt-2001/503060,
Lohin McKinnon Single Malt Whisky,43%,750 ml,,,$59.75,https://www.saq.com/page/en/saqcom/scotch-and-whisky/lohin-mckinnon-single-malt-whisky/13592973,
Lagavulin 16 ans Islay Scotch Single Malt,43%,750 ml,,,$119.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/lagavulin-16-ans-islay-scotch-single-malt/207126,
Lagavulin 12 ans Islay Scotch Single Malt,56.80%,750 ml,,,$160.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/lagavulin-12-ans-islay-scotch-single-malt/12929010,
Laphroaig Select Islay Single Malt Scotch Whisky,40%,750 ml,,,$74.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/laphroaig-select-islay-single-malt-scotch-whisky/13415731,
Les Bienheureux Bellevoye Triple Malt,40%,700 ml,,,$69.00,https://www.saq.com/page/en/saqcom/whisky/les-bienheureux-bellevoye-triple-malt/13061478,
Les Bienheureux Bellevoye Grand Whisky Triple malt,43%,700 ml,,,$112.25,https://www.saq.com/page/en/saqcom/whisky/les-bienheureux-bellevoye-grand-whisky-triple-malt/13345041,
Lagavulin 8 yo Islay Scotch Single Malt,48%,750 ml,,,$100.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/lagavulin-8-yo-islay-scotch-single-malt/13036387,
Kilkerran 12 Year Old Single Malt Scotch Whisky,46%,700 ml,,,$85.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/kilkerran-12-year-old-single-malt-scotch-whisky/13343539,
Koval Single Barrel Bourbon,47%,500 ml,,,$66.75,https://www.saq.com/page/en/saqcom/american-whiskey/koval-single-barrel-bourbon/13218594,
Koval Single Barrel Rye,40%,500 ml,,,$67.25,https://www.saq.com/page/en/saqcom/american-whiskey/koval-single-barrel-rye/13218586,
Koval Four Grain Single Barrel Whiskey,47%,500 ml,,,$66.75,https://www.saq.com/page/en/saqcom/american-whiskey/koval-four-grain-single-barrel-whiskey/13217129,
Kavalan Solist Ex-Bourbon Single Cask Strenght Single Malt Whisky,55%,700 ml,,,$250.75,https://www.saq.com/page/en/saqcom/scotch-and-whisky/kavalan-solist-ex-bourbon-single-cask-strenght-single-malt-whisky/13346131,
