title,alcohol,volume,savings,Savings,price,link,
Beatties Distillers Poitin Style,40.00%,750 mL ,,,$40.10,http://www.lcbo.com/lcbo/product/beatties-distillers-poitin-style/512616,
Canadian Rockies 21 Year Old Whisky,46.00%,750 mL ,,,$114.15,http://www.lcbo.com/lcbo/product/canadian-rockies-21-year-old-whisky/497586,
Ardbeg Corryvreckan Islay Single Malt Scotch Whisky,57.10%,750 mL ,,,$204.95,http://www.lcbo.com/lcbo/product/ardbeg-corryvreckan-islay-single-malt-scotch-whisky/211730,
Ancnoc Rascan Single Malt Scotch Whisky,46.00%,700 mL ,,,$107.30,http://www.lcbo.com/lcbo/product/ancnoc-rascan-single-malt-scotch-whisky/463729,
White Lightnin',40.00%,750 mL ,,,$30.15,http://www.lcbo.com/lcbo/product/white-lightnin/512632,
1000 Islands Moonshine,40.00%,750 mL ,,,$45.40,http://www.lcbo.com/lcbo/product/1000-islands-moonshine/512871,
Prescott White Rye,40.00%,750 mL ,,,$43.90,http://www.lcbo.com/lcbo/product/prescott-white-rye/512889,
Almaguin Moonshine,40.00%,750 mL ,,,$33.10,http://www.lcbo.com/lcbo/product/almaguin-moonshine/512962,
Crown Royal Wine Barrel Finished Noble Collection,40.50%,750 mL ,,,$69.95,http://www.lcbo.com/lcbo/product/crown-royal-wine-barrel-finished-noble-collection/508473,
J.P. Wiser's Dissertation,46.10%,750 mL ,,,$65.15,http://www.lcbo.com/lcbo/product/jp-wiser-s-dissertation/513523,
Mackmyra Svensk Ek,46.10%,700 mL ,,,$98.55,http://www.lcbo.com/lcbo/product/mackmyra-svensk-ek/467530,
The Glenlivet Cipher,48.00%,700 mL ,,,$195.25,http://www.lcbo.com/lcbo/product/the-glenlivet-cipher/508457,
Writers Tears Red Head Single Malt Irish Whiskey,46.00%,700 mL ,,,$64.95,http://www.lcbo.com/lcbo/product/writers-tears-red-head-single-malt-irish-whiskey/494765,
Canada Gold Whisky (PET),40.00%,1140 mL ,,,$28.95,http://www.lcbo.com/lcbo/product/canada-gold-whisky-pet/26229,
Johnnie Walker Red Label Scotch Whisky (PET),40.00%,50 mL ,,,$4.00,http://www.lcbo.com/lcbo/product/johnnie-walker-red-label-scotch-whisky-pet/51540,
Rebel Yell Bourbon Whiskey,40.00%,750 mL ,,,$40.05,http://www.lcbo.com/lcbo/product/rebel-yell-bourbon-whiskey/602219,
Compass Box Oak Cross Malt Scotch Whisky,43.00%,700 mL ,,,$77.00,http://www.lcbo.com/lcbo/product/compass-box-oak-cross-malt-scotch-whisky/89805,
Lord Lieutenant Kinahan's 10-year-old Single Malt Irish Whiskey,46.00%,750 mL ,,,$89.75,http://www.lcbo.com/lcbo/product/lord-lieutenant-kinahan-s-10-year-old-single-malt-irish-whiskey/481358,
Tyrconnell Sherry Cask Single Malt Irish Whiskey,46.00%,750 mL ,,,$97.50,http://www.lcbo.com/lcbo/product/tyrconnell-sherry-cask-single-malt-irish-whiskey/493585,
Highland Park Orcadian Series 1970 Single Malt Scotch Whisky,48.00%,750 mL ,,,"$6,504.95",http://www.lcbo.com/lcbo/product/highland-park-orcadian-series-1970-single-malt-scotch-whisky/488940,
Alberta Premium Whisky (PET),40.00%,750 mL ,,,$26.70,http://www.lcbo.com/lcbo/product/alberta-premium-whisky-pet/517136,
Tullibardine 25-Year-Old Highland Single Malt Sctoch Whisky,43.00%,750 mL ,,,$525.95,http://www.lcbo.com/lcbo/product/tullibardine-25-year-old-highland-single-malt-sctoch-whisky/433979,
Tullibardine 20-Year-Old Highland Single Malt Scotch Whisky,43.00%,750 mL ,,,$299.95,http://www.lcbo.com/lcbo/product/tullibardine-20-year-old-highland-single-malt-scotch-whisky/410902,
Benromach Peat Smoke Speyside,46.00%,700 mL ,,,$84.15,http://www.lcbo.com/lcbo/product/benromach-peat-smoke-speyside/492157,
Benromach Sassicaia Wood Finish Speyside,45.00%,700 mL ,,,$98.70,http://www.lcbo.com/lcbo/product/benromach-sassicaia-wood-finish-speyside/492181,
Highland Park Ice Single Malt Scotch Whisky,53.90%,750 mL ,,,$419.30,http://www.lcbo.com/lcbo/product/highland-park-ice-single-malt-scotch-whisky/487512,
Macallan Edition No. 2 Highland Single Malt Scotch Whisky,48.20%,750 mL ,,,$171.75,http://www.lcbo.com/lcbo/product/macallan-edition-no-2-highland-single-malt-scotch-whisky/479857,
Crown Royal Whisky (PET),40.00%,50 mL ,,,$3.95,http://www.lcbo.com/lcbo/product/crown-royal-whisky-pet/112110,
Glen Grant Speyside Single Malt Scotch Whisky 1952,40.00%,700 mL ,,,"$7,450.00",http://www.lcbo.com/lcbo/product/glen-grant-speyside-single-malt-scotch-whisky-1952/491134,
Benriach 1998 Single Cask Scotch Whisky (Cask 7759),47.20%,750 mL ,,,$281.55,http://www.lcbo.com/lcbo/product/benriach-1998-single-cask-scotch-whisky-cask-7759/461939,
Writers Tears Limited Cask Strength Irish Whiskey,53.00%,700 mL ,,,$176.50,http://www.lcbo.com/lcbo/product/writers-tears-limited-cask-strength-irish-whiskey/463786,
Yellowstone Select Bourbon Whiskey,46.50%,750 mL ,,,$98.10,http://www.lcbo.com/lcbo/product/yellowstone-select-bourbon-whiskey/463661,
Scapa Skiren Scotch Whisky,40.00%,750 mL ,,,$78.80,http://www.lcbo.com/lcbo/product/scapa-skiren-scotch-whisky/457697,
Caol Ila 17 Year Old Islay Single Malt Scotch Whisky,55.90%,750 mL ,,,$176.20,http://www.lcbo.com/lcbo/product/caol-ila-17-year-old-islay-single-malt-scotch-whisky/458265,
Dalmore Cigar Malt Reserve Highland Single Malt Scotch Whisky,43.00%,750 mL ,,,$176.05,http://www.lcbo.com/lcbo/product/dalmore-cigar-malt-reserve-highland-single-malt-scotch-whisky/534453,
The Balvenie Tun 1509 Single Malt Scotch Whisky,47.10%,750 mL ,,,$851.95,http://www.lcbo.com/lcbo/product/the-balvenie-tun-1509-single-malt-scotch-whisky/399188,
Benriach 1997 Single Cask Scotch Whisky (Cask 85103),51.30%,750 mL ,,,$304.90,http://www.lcbo.com/lcbo/product/benriach-1997-single-cask-scotch-whisky-cask-85103/461921,
Tullibardine 228 Burgundy Finish Highland Single Malt Scotch Whisky,43.00%,750 mL ,,,$91.95,http://www.lcbo.com/lcbo/product/tullibardine-228-burgundy-finish-highland-single-malt-scotch-whisky/371195,
1792 Small Batch Kentucky Straight Bourbon,46.85%,750 mL ,,,$49.95,http://www.lcbo.com/lcbo/product/1792-small-batch-kentucky-straight-bourbon/208918,
Tullibardine 225 Sauternes Finish Highland Single Malt Scotch Whisky,43.00%,750 mL ,,,$77.95,http://www.lcbo.com/lcbo/product/tullibardine-225-sauternes-finish-highland-single-malt-scotch-whisky/387373,
Balblair 2005 Highland Single Malt Scotch Whisky,46.00%,700 mL ,,,$103.55,http://www.lcbo.com/lcbo/product/balblair-2005-highland-single-malt-scotch-whisky/463745,
Bruichladdich Octomore Scottish Barley,59.50%,750 mL ,,,$225.25,http://www.lcbo.com/lcbo/product/bruichladdich-octomore-scottish-barley/463992,
Cedar Ridge Malted Rye Whisky,43.00%,750 mL ,,,$102.05,http://www.lcbo.com/lcbo/product/cedar-ridge-malted-rye-whisky/467548,
Teeling Single Grain Irish Whiskey,46.00%,700 mL ,,,$76.80,http://www.lcbo.com/lcbo/product/teeling-single-grain-irish-whiskey/398669,
Tomintoul 12 Year Old Speyside Glenlivet Single Malt Scotch Whisky,40.00%,700 mL ,,,$113.25,http://www.lcbo.com/lcbo/product/tomintoul-12-year-old-speyside-glenlivet-single-malt-scotch-whisky/376210,
Stagg Jr. Kentucky Straight Bourbon Whiskey,64.75%,750 mL ,,,$84.95,http://www.lcbo.com/lcbo/product/stagg-jr-kentucky-straight-bourbon-whiskey/364588,
The Macallan 1824 Series No. 6 Highland Single Malt,43.00%,750 mL ,,,"$5,100.00",http://www.lcbo.com/lcbo/product/the-macallan-1824-series-no-6-highland-single-malt/414284,
The Macallan M Highland Single Malt,44.50%,750 mL ,,,"$6,500.00",http://www.lcbo.com/lcbo/product/the-macallan-m-highland-single-malt/354639,
The Macallan Reflexion Highland Single Malt Scotch Whisky,43.00%,750 mL ,,,"$1,650.95",http://www.lcbo.com/lcbo/product/the-macallan-reflexion-highland-single-malt-scotch-whisky/414250,
Old Pulteney Navigator Single Malt Scotch Whisky,46.00%,700 mL ,,,$92.85,http://www.lcbo.com/lcbo/product/old-pulteney-navigator-single-malt-scotch-whisky/458414,
Tomatin Legacy Highland Single Malt Scotch Whisky,43.00%,750 mL ,,,$50.05,http://www.lcbo.com/lcbo/product/tomatin-legacy-highland-single-malt-scotch-whisky/395723,
Tomatin Hogshead Highland Single Malt Scotch Whisky,51.40%,750 mL ,,,$584.70,http://www.lcbo.com/lcbo/product/tomatin-hogshead-highland-single-malt-scotch-whisky/455030,
Glenmorangie 18 Year Old Highland Single Malt Scotch Whisky,43.00%,750 mL ,,,$194.50,http://www.lcbo.com/lcbo/product/glenmorangie-18-year-old-highland-single-malt-scotch-whisky/398784,
Tomatin Cu Bocan Highland Single Malt Scotch Whisky,46.00%,750 mL ,,,$86.00,http://www.lcbo.com/lcbo/product/tomatin-cu-bocan-highland-single-malt-scotch-whisky/421719,
Glengoyne 21 Year Old Highland Single Malt Scotch Whisky,43.00%,700 mL ,,,$249.95,http://www.lcbo.com/lcbo/product/glengoyne-21-year-old-highland-single-malt-scotch-whisky/442699,
J.P. Wiser's Hopped Whisky,40.00%,750 mL ,,,$27.95,http://www.lcbo.com/lcbo/product/jp-wiser-s-hopped-whisky/409508,
Jura Brooklyn Single Malt Scotch Whisky,42.00%,750 mL ,,,$79.40,http://www.lcbo.com/lcbo/product/jura-brooklyn-single-malt-scotch-whisky/417899,
Evan Williams Single Barrel Bourbon,43.30%,750 mL ,,,$54.55,http://www.lcbo.com/lcbo/product/evan-williams-single-barrel-bourbon/266015,
Lagavulin Distillers Edition Islay Single Malt Scotch Whisky,43.00%,750 mL ,,,$166.05,http://www.lcbo.com/lcbo/product/lagavulin-distillers-edition-islay-single-malt-scotch-whisky/503060,
Ledaig 10 Year Old Single Malt Scotch Whisky,46.30%,750 mL ,,,$69.70,http://www.lcbo.com/lcbo/product/ledaig-10-year-old-single-malt-scotch-whisky/315721,
Compass Box Great King Street Glasgow Blend Scotch Whisky,43.00%,750 mL ,,,$68.75,http://www.lcbo.com/lcbo/product/compass-box-great-king-street-glasgow-blend-scotch-whisky/417881,
Old Pulteney 21 Year Old Single Malt Scotch Whisky,46.00%,700 mL ,,,$248.20,http://www.lcbo.com/lcbo/product/old-pulteney-21-year-old-single-malt-scotch-whisky/11270,
Cragganmore 12 Year Old Single Malt Scotch Whisky,40.00%,750 mL ,,,$66.60,http://www.lcbo.com/lcbo/product/cragganmore-12-year-old-single-malt-scotch-whisky/192732,
Glengoyne Cask Strength Old Highland Single Malt Scotch Whisky,58.20%,700 mL ,,,$99.95,http://www.lcbo.com/lcbo/product/glengoyne-cask-strength-old-highland-single-malt-scotch-whisky/437897,
Jura 2002 Boutique Barrel Single Malt Scotch Whisky,57.40%,750 mL ,,,$149.95,http://www.lcbo.com/lcbo/product/jura-2002-boutique-barrel-single-malt-scotch-whisky/438176,
Highland Park 21-Year-Old Single Malt Scotch Whisky,47.50%,700 mL ,,,$474.95,http://www.lcbo.com/lcbo/product/highland-park-21-year-old-single-malt-scotch-whisky/260216,
Jura 1993 Boutique Barrel Single Malt Scotch Whisky,56.50%,750 mL ,,,$249.95,http://www.lcbo.com/lcbo/product/jura-1993-boutique-barrel-single-malt-scotch-whisky/438184,
Yellow Rose Double Barrel Bourbon Whiskey,43.00%,750 mL ,,,$68.75,http://www.lcbo.com/lcbo/product/yellow-rose-double-barrel-bourbon-whiskey/414805,
Benriach Birnie Moss Single Malt Scotch Whisky,48.00%,700 mL ,,,$84.70,http://www.lcbo.com/lcbo/product/benriach-birnie-moss-single-malt-scotch-whisky/364364,
Jura Elixir 12 Year Old Single Malt Scotch Whisky,46.00%,700 mL ,,,$59.80,http://www.lcbo.com/lcbo/product/jura-elixir-12-year-old-single-malt-scotch-whisky/367482,
Old Grand Dad,40.00%,750 mL ,,,$34.95,http://www.lcbo.com/lcbo/product/old-grand-dad/315713,
2 Gingers Irish Whiskey,40.00%,750 mL ,,,$32.25,http://www.lcbo.com/lcbo/product/2-gingers-irish-whiskey/386292,
New Holland Beer Barrel Bourbon,40.00%,750 mL ,,,$78.45,http://www.lcbo.com/lcbo/product/new-holland-beer-barrel-bourbon/387415,
Mortlach Rare Old Scotch Whisky,43.40%,750 mL ,,,$98.15,http://www.lcbo.com/lcbo/product/mortlach-rare-old-scotch-whisky/398495,
Amrut Fusion Single Malt Whisky,50.00%,700 mL ,,,$77.20,http://www.lcbo.com/lcbo/product/amrut-fusion-single-malt-whisky/220756,
Rogue Oregon Single Malt Whiskey,40.00%,750 mL ,,,$29.95,http://www.lcbo.com/lcbo/product/rogue-oregon-single-malt-whiskey/272302,
Alberta Premium Whisky (PET),40.00%,200 mL ,,,$8.35,http://www.lcbo.com/lcbo/product/alberta-premium-whisky-pet/245944,
Whyte & Mackay Special Reserve Scotch Whisky,40.00%,750 mL ,,,$26.45,http://www.lcbo.com/lcbo/product/whyte-mackay-special-reserve-scotch-whisky/287482,
Crown Royal Whisky Hockey Canada Gift Pack,40.00%,750 mL ,,,$28.70,http://www.lcbo.com/lcbo/product/crown-royal-whisky-hockey-canada-gift-pack/204842,
Port Ellen 35-Year-Old Islay Single Malt Scotch Whisky,56.50%,750 mL ,,,"$4,000.00",http://www.lcbo.com/lcbo/product/port-ellen-35-year-old-islay-single-malt-scotch-whisky/409599,
Bruichladdich Black Art 5.1,48.40%,700 mL ,,,$340.60,http://www.lcbo.com/lcbo/product/bruichladdich-black-art-51/512152,
Spicebox Gingerbread,35.00%,375 mL ,,,$16.45,http://www.lcbo.com/lcbo/product/spicebox-gingerbread/438846,
The Macallan Classic Cut Highland Single Malt Scotch Whisky,58.40%,750 mL ,,,$147.25,http://www.lcbo.com/lcbo/product/the-macallan-classic-cut-highland-single-malt-scotch-whisky/541656,
Glen Grant 18 Year Old Single Malt Scotch Whisky,43.00%,750 mL ,,,$186.05,http://www.lcbo.com/lcbo/product/glen-grant-18-year-old-single-malt-scotch-whisky/526756,
Hepburn's Choice Talisker 5 Year Old Single Cask Scotch Whisky,46.00%,700 mL ,,,$140.35,http://www.lcbo.com/lcbo/product/hepburn-s-choice-talisker-5-year-old-single-cask-scotch-whisky/416122,
Isle of Arran Machrie Moor Single Malt Scotch Whisky,46.00%,700 mL ,,,$84.95,http://www.lcbo.com/lcbo/product/isle-of-arran-machrie-moor-single-malt-scotch-whisky/254920,
Teeling Revival Vol Ill Single Malt Irish Whiskey,46.00%,700 mL ,,,$259.95,http://www.lcbo.com/lcbo/product/teeling-revival-vol-ill-single-malt-irish-whiskey/521211,
Brora 35-Year-Old Single Malt Scotch Whisky,48.60%,750 mL ,,,"$2,200.00",http://www.lcbo.com/lcbo/product/brora-35-year-old-single-malt-scotch-whisky/409607,
Koval Organic Single Barrel Four Grain Whiskey,47.00%,750 mL ,,,$110.95,http://www.lcbo.com/lcbo/product/koval-organic-single-barrel-four-grain-whiskey/521104,
Woodford Reserve (PET),45.20%,50 mL ,,,$6.45,http://www.lcbo.com/lcbo/product/woodford-reserve-pet/535047,
Darker Side,46.00%,750 mL ,,,$49.95,http://www.lcbo.com/lcbo/product/darker-side/576934,
Bushmills Black Bush Irish Whiskey,40.00%,50 mL ,,,$5.90,http://www.lcbo.com/lcbo/product/bushmills-black-bush-irish-whiskey/536284,
Few Bourbon,46.50%,750 mL ,,,$87.80,http://www.lcbo.com/lcbo/product/few-bourbon/480806,
Kilchoman PX Single Cask Islay Single Malt,57.00%,700 mL ,,,$199.95,http://www.lcbo.com/lcbo/product/kilchoman-px-single-cask-islay-single-malt/543496,
Longbrow 18-Year-Old Campbeltown Single Malt,46.00%,700 mL ,,,$277.95,http://www.lcbo.com/lcbo/product/longbrow-18-year-old-campbeltown-single-malt/555656,
Grant's 18 Year Old Scotch Whisky,40.00%,750 mL ,,,$79.20,http://www.lcbo.com/lcbo/product/grant-s-18-year-old-scotch-whisky/516344,
Glenglassaugh Torfa Highly Peated Highland Single Malt,49.98%,700 mL ,,,$99.95,http://www.lcbo.com/lcbo/product/glenglassaugh-torfa-highly-peated-highland-single-malt/554477,
Golden Horse Bushu Japanese Whisky,43.19%,700 mL ,,,$96.95,http://www.lcbo.com/lcbo/product/golden-horse-bushu-japanese-whisky/554485,
The Macallan Fine Oak 30-Year-Old Speyside Single Malt Scotch Whisky,43.00%,750 mL ,,,"$3,999.95",http://www.lcbo.com/lcbo/product/the-macallan-fine-oak-30-year-old-speyside-single-malt-scotch-whisky/656553,
Ardbeg An Oa Islay Single Malt Scotch Whisky,46.60%,750 mL ,,,$127.95,http://www.lcbo.com/lcbo/product/ardbeg-an-oa-islay-single-malt-scotch-whisky/539643,
Weller Antique 107 Original Wheated Straight Bourbon,53.50%,750 mL ,,,$35.95,http://www.lcbo.com/lcbo/product/weller-antique-107-original-wheated-straight-bourbon/467969,
Longmorn Distillers Choice Scotch Whisky,40.00%,750 mL ,,,$98.30,http://www.lcbo.com/lcbo/product/longmorn-distillers-choice-scotch-whisky/454090,
Strathisla 12 Year Old Pure Highland Malt Scotch Whisky,40.00%,700 mL ,,,$57.45,http://www.lcbo.com/lcbo/product/strathisla-12-year-old-pure-highland-malt-scotch-whisky/387449,
Springbank 10-Year-Old Campbeltown Single Malt Scotch Whisky,46.00%,750 mL ,,,$103.95,http://www.lcbo.com/lcbo/product/springbank-10-year-old-campbeltown-single-malt-scotch-whisky/708362,
Kilkerran 12-Year-Old Campbeltown Single Malt Scotch Whisky,46.00%,700 mL ,,,$87.95,http://www.lcbo.com/lcbo/product/kilkerran-12-year-old-campbeltown-single-malt-scotch-whisky/524181,
Woodford Reserve Distiller's Select,45.20%,1750 mL ,,,$99.95,http://www.lcbo.com/lcbo/product/woodford-reserve-distiller-s-select/465336,
Antiquity Blue,42.80%,750 mL ,,,$39.95,http://www.lcbo.com/lcbo/product/antiquity-blue/455287,
Caribou Crossing Single Barrel Canadian Whisky,40.00%,750 mL ,,,$93.95,http://www.lcbo.com/lcbo/product/caribou-crossing-single-barrel-canadian-whisky/205906,
Bellevoye Bleu Triple Malt Whisky,39.91%,750 mL ,,,$79.95,http://www.lcbo.com/lcbo/product/bellevoye-bleu-triple-malt-whisky/554543,
Glenfarclas12-Year-Old Highland Single Malt Scotch Whisky,43.00%,700 mL ,,,$74.95,http://www.lcbo.com/lcbo/product/glenfarclas12-year-old-highland-single-malt-scotch-whisky/464636,
Bowmore 25-Year-Old Islay Single Malt,43.00%,750 mL ,,,$389.95,http://www.lcbo.com/lcbo/product/bowmore-25-year-old-islay-single-malt/714113,
Bunnahabhain 18-Year-Old Islay Single Malt Whisky,43.00%,750 mL ,,,$179.95,http://www.lcbo.com/lcbo/product/bunnahabhain-18-year-old-islay-single-malt-whisky/37242,
The Arran Malt Lochranza Reserve Single Malt Scotch Whisky,43.12%,700 mL ,,,$55.95,http://www.lcbo.com/lcbo/product/the-arran-malt-lochranza-reserve-single-malt-scotch-whisky/478693,
Bunnahabhain 25-Year-Old Islay Single Malt Scotch Whisky,46.30%,700 mL ,,,$399.95,http://www.lcbo.com/lcbo/product/bunnahabhain-25-year-old-islay-single-malt-scotch-whisky/367185,
The Macallan Sherry Oak 25-Year-Old Highland Single Malt Scotch Whisky,43.00%,750 mL ,,,"$2,199.95",http://www.lcbo.com/lcbo/product/the-macallan-sherry-oak-25-year-old-highland-single-malt-scotch-whisky/179150,
Highland Park 30-Year-Old Orkney Islands Single Malt Scotch Whisky,48.00%,750 mL ,,,$751.00,http://www.lcbo.com/lcbo/product/highland-park-30-year-old-orkney-islands-single-malt-scotch-whisky/22202,
Tomatin 36-Year-Old Highland Single Malt Whisky,46.00%,3 x 250 mL ,,,"$1,269.95",http://www.lcbo.com/lcbo/product/tomatin-36-year-old-highland-single-malt-whisky/543595,
Hepburn's Choice Caol Ila 6-Year-Old Single Cask Scotch Whisky,46.00%,700 mL ,,,$145.95,http://www.lcbo.com/lcbo/product/hepburn-s-choice-caol-ila-6-year-old-single-cask-scotch-whisky/548099,
Hepburn's Choice Inchgower 8-Year-Old Single Cask Scotch Whisky,46.00%,700 mL ,,,$107.95,http://www.lcbo.com/lcbo/product/hepburn-s-choice-inchgower-8-year-old-single-cask-scotch-whisky/548123,
Highland Park 25-Year-Old Orkney Islands Single Malt Scotch Whisky,45.70%,750 mL ,,,$879.95,http://www.lcbo.com/lcbo/product/highland-park-25-year-old-orkney-islands-single-malt-scotch-whisky/500249,
Kilchoman Red Wine Cask Matured Islay Single Malt,50.00%,700 mL ,,,$189.95,http://www.lcbo.com/lcbo/product/kilchoman-red-wine-cask-matured-islay-single-malt/555870,
Dalmore Constellation Cask 3,54.00%,700 mL ,,,"$8,999.00",http://www.lcbo.com/lcbo/product/dalmore-constellation-cask-3/477000,
Glenmorangie Private Edition No. 9 Spios Highland Single Malt Scotch Whisky,46.00%,750 mL ,,,$179.95,http://www.lcbo.com/lcbo/product/glenmorangie-private-edition-no-9-spios-highland-single-malt-scotch-whisky/554584,
Hepburns Choice Glenlossie 9-Year-Old Single Cask Scotch Whisky,46.00%,700 mL ,,,$102.95,http://www.lcbo.com/lcbo/product/hepburns-choice-glenlossie-9-year-old-single-cask-scotch-whisky/548107,
Hepburn's Choice Glencadam 10-Year-Old Single Cask Scotch Whisky,46.00%,700 mL ,,,$109.95,http://www.lcbo.com/lcbo/product/hepburn-s-choice-glencadam-10-year-old-single-cask-scotch-whisky/548081,
Glenmorangie Grand Vintage Highland Single Malt,43.00%,750 mL ,,,"$1,444.95",http://www.lcbo.com/lcbo/product/glenmorangie-grand-vintage-highland-single-malt/524595,
Breckenridge Bourbon,43.00%,750 mL ,,,$63.50,http://www.lcbo.com/lcbo/product/breckenridge-bourbon/544130,
Bruichladdich Black Art Islay Single Malt Scotch Whisky 1990 Edition 4.1,49.20%,750 mL ,,,$356.75,http://www.lcbo.com/lcbo/product/bruichladdich-black-art-islay-single-malt-scotch-whisky-1990-edition-41/268218,
Jefferson's Very Small Batch Kentucky Bourbon,41.17%,750 mL ,,,$39.15,http://www.lcbo.com/lcbo/product/jefferson-s-very-small-batch-kentucky-bourbon/198259,
Teeling Brabazon Bottling Series 1 Single Malt Irish Whiskey,49.50%,700 mL ,,,$143.95,http://www.lcbo.com/lcbo/product/teeling-brabazon-bottling-series-1-single-malt-irish-whiskey/541037,
Tullamore Dew XO Rum Cask Irish Whiskey,43.00%,750 mL ,,,$45.65,http://www.lcbo.com/lcbo/product/tullamore-dew-xo-rum-cask-irish-whiskey/552265,
